title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
4 Bedroom Semi Detached Duplex,4500000.0,4.0,4.0,5.0,"Royal Palmwill Estate (Remlek), Badore Ajah",0,0,1,1,0,0,0,0,0,0,1,0,Duplex
Renovated Mini Flat,2200000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2000000.0,3.0,3.0,3.0,"Owode, Langbassa Ajah",0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Mini Flat,2000000.0,1.0,1.0,2.0,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Newly Renovated 2 Bedroom Flat,2700000.0,2.0,2.0,3.0,"Olokonla, Sangotedo Ajah",0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Mini Flat,2500000.0,1.0,1.0,2.0,Seaside Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
3 Bedroom Flat,2500000.0,3.0,3.0,4.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Room Self Contain,1000000.0,,,,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
Executive 3 Bedroom Flat,4000000.0,3.0,3.0,4.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Duplex,4500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Duplex
Newly Built 2 Bedroom Terraced Duplex,15000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,1,0,0,1,0,1,1,0,1,1,Duplex
3 Bedroom Flat,3000000.0,3.0,3.0,4.0,First Unity Estate Badore Ajah,0,0,1,1,0,0,0,1,0,0,1,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Oke Ira Ado Road Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Room Self Contain,850000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Other
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Seaside Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Shop Space,3500000.0,,,,Jakande Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
4 Bedroom Flat,65000000.0,4.0,4.0,5.0,Banana Island Ikoyi,1,1,1,1,1,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,20000000.0,2.0,2.0,3.0,Old Ikoyi Ikoyi,1,1,0,1,0,0,0,1,1,0,0,0,Apartment
2 Bedroom Flat,2200000.0,2.0,2.0,3.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
7 Bedroom Waterfront Mansion,15000000.0,7.0,8.0,10.0,Banana Island Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Other
Clean 4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,"White Oak Estate, Ologolo Lekki",0,0,1,1,0,0,0,1,0,0,1,0,Duplex
Executive 2b Flat,3300000.0,,,,Westwood Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Flat,3600000.0,3.0,3.0,4.0,Ado Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Executive Mini Flat,2000000.0,1.0,1.0,2.0,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Apartment
3 Bedroom Flat,2500000.0,3.0,3.0,3.0,Ado Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Executive Shop,2000000.0,,,,Ado Road Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
Spacious 2b Flat,2000000.0,2.0,2.0,3.0,Shoprite Sangotedo Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Asaju Estate Sangotedo Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
5 Bedroom Townhouse,100000000.0,5.0,5.0,6.0,Banana Island Ikoyi,0,0,1,0,0,0,0,0,0,0,1,0,Townhouse
3 Bedroom Apartment,3600000.0,3.0,3.0,4.0,Marshy Hills Estate (Akins) Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Neatly Built Mini Flat,1600000.0,1.0,1.0,2.0,Marshy Hills Estate (Akins) Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
20 Units Of Mini Flat,10000000.0,,,,Victoria Island,1,0,1,0,1,0,0,1,1,0,1,1,Apartment
Room Upstairs In A Shared Apartment,2000000.0,,,,Royal Pine Gate 1 Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Spacious Room,3000000.0,,,,"Still Waters Garden Estate, Ikate Lekki",0,0,1,0,0,0,0,1,0,0,1,0,Other
2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Lbs Olokonla Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Brand New 4 Bedroom Semi Detached Duplex,5000000.0,4.0,4.0,5.0,Sangotedo Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Duplex
Very Sapcious 3b Flat,3000000.0,3.0,3.0,4.0,Peaceville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Clean Semi Masters' Bedroom,1500000.0,,,,Ocean Harbour Estate Ikota Lekki,0,0,1,0,0,1,0,0,0,0,1,0,Semi-Detached
Mini Flat,2000000.0,1.0,1.0,2.0,Sunny Villa Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Room Self Contained,1000000.0,,,,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Other
Clean Guest Room,1200000.0,,,,"Lekki County (Westend), Ikota Lekki",0,0,1,1,0,0,0,1,0,0,1,0,Other
Newly Built 4 Bedroom Terrace Duplex + Bq,10000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Oke Ira Ado Road Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
3 Bedroom Flat,3000000.0,3.0,3.0,4.0,First Unity Estate Badore Ajah,0,0,1,1,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Seaside Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Room Self Contain,850000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Other
Shop Space,3500000.0,,,,Jakande Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
4 Bedroom Flat,65000000.0,4.0,4.0,5.0,Banana Island Ikoyi,1,1,1,1,1,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2200000.0,2.0,2.0,3.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,20000000.0,2.0,2.0,3.0,Old Ikoyi Ikoyi,1,1,0,1,0,0,0,1,1,0,0,0,Apartment
2 Bedroom Duplex,4500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Duplex
3 Bedroom Flat,2500000.0,3.0,3.0,4.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Apartment,20000000.0,3.0,3.0,4.0,Oniru Victoria Island,1,1,1,0,0,0,0,0,1,0,1,1,Apartment
Executive Shop,2000000.0,,,,Ado Road Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Flat,2500000.0,3.0,3.0,3.0,Ado Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
5 Bedroom Townhouse,100000000.0,5.0,5.0,6.0,Banana Island Ikoyi,0,0,1,0,0,0,0,0,0,0,1,0,Townhouse
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Asaju Estate Sangotedo Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Spacious 2b Flat,2000000.0,2.0,2.0,3.0,Shoprite Sangotedo Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Very Sapcious 3b Flat,3000000.0,3.0,3.0,4.0,Peaceville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Lbs Olokonla Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Clean Semi Masters' Bedroom,1500000.0,,,,Ocean Harbour Estate Ikota Lekki,0,0,1,0,0,1,0,0,0,0,1,0,Semi-Detached
Brand New 4 Bedroom Semi Detached Duplex,5000000.0,4.0,4.0,5.0,Sangotedo Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Duplex
7 Bedroom Waterfront Mansion,15000000.0,7.0,8.0,10.0,Banana Island Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Other
Room Self Contained,1000000.0,,,,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Other
Mini Flat,2000000.0,1.0,1.0,2.0,Sunny Villa Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Duplex,4500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Duplex
3 Bedroom Flat,2500000.0,3.0,3.0,4.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Furnished 2 Bedroom Flat,8000000.0,,2.0,3.0,Off Ikate Lekki,0,0,1,0,0,0,1,1,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Luxury 4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Chevron Lekki,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Unity Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Shop,150000.0,,,,Abraham Asdesanya Road Ajah,0,0,0,0,0,1,0,0,0,0,0,0,Other
Furnished Studio Apartment,7000000.0,1.0,1.0,1.0,Victoria Island,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Sharp 2 Bedroom Flat,2000000.0,2.0,2.0,3.0,Addo Roundabout Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Massionate,45000000.0,3.0,3.0,4.0,Ikoyi,0,0,1,1,0,0,0,1,0,0,1,0,Other
Brand New 3 Bedroom Flat,3600000.0,3.0,3.0,4.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Sharp Self Contained,2000000.0,,,,"Lekki Palm City, Ado Road Ajah",1,0,1,0,0,0,1,0,0,0,1,0,Other
Brand New 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,"Mobil Road, Ilaje Ajah",0,0,1,1,0,1,0,1,0,0,1,0,Apartment
3 Bedroom Flat,2300000.0,3.0,3.0,3.0,"Owode, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,12000000.0,2.0,2.0,3.0,Oniru Victoria Island,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Sharp Shared Apartment,1000000.0,,,,Westend Ikota Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Flat,25000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,1,0,0,1,0,Apartment
4 Bedroom Fully Detached Duplex With Bq,220000000.0,,,,Stargate Oluyole Estate Ibadan,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
4 Bedroom Duplex,7500000.0,4.0,4.0,5.0,General Paints Sangotedo Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Even Estate (Adewale) Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Hopeville Estate Sangotedo Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Flat,3000000.0,1.0,1.0,2.0,Seaside Estate Badore Ajah,0,0,1,0,0,0,1,1,0,0,1,0,Apartment
4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,5.0,Gra Ikota Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Duplex
Spacious Master Bedroom,2000000.0,,,,Royal View Estate Ikota Lekki,0,0,1,1,0,0,0,1,0,0,1,0,Other
Newly Renovated 4 Bedroom Detached Duplex With Bq,13000000.0,4.0,4.0,5.0,"Creek Haven Estate, Off Harris Drive Vgc Lekki",0,0,1,1,0,1,0,1,0,0,1,0,Duplex
4 Bedroom Semi Detached Duplex,8000000.0,4.0,4.0,5.0,"Lekki Peninsular Scheme 2 Gra, Off A/Adesanya Ajah",0,0,1,1,0,0,0,1,0,0,1,0,Duplex
Executive 3 Bedroom Duplex,6000000.0,3.0,3.0,4.0,Gra Ikota Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
Shared Apartment,2200000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Masters' Bedroom,2500000.0,,,,Bera Estate Chevron Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Other
4 Bedroom Maisonette,50000000.0,,,,Old Ikoyi Ikoyi,1,1,0,1,0,0,0,1,0,0,0,0,Maisonette
3 Bedroom Flat,2500000.0,3.0,3.0,4.0,Adewale Badore Ajah,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
2 Bedroom Flat,2000000.0,2.0,2.0,3.0,"Owode, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Superb Mini Flat,3500000.0,1.0,1.0,2.0,Sangotedo Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Mini Flat,1700000.0,1.0,1.0,2.0,Abijo Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Masters' Bedroom,4000000.0,,,,Royal Pine Estate Orchid Lekki,0,0,1,0,0,0,1,1,0,0,1,0,Other
Mini Flat,1700000.0,1.0,1.0,2.0,Sunny Villa Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Brand New 2 Bedroom Flat,3500000.0,3.0,3.0,4.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
2 Bedroom Flat,12000000.0,2.0,2.0,3.0,Dideolu Estate Victoria Island,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Brand New 3 Bedroom Flat,3600000.0,3.0,3.0,4.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
6 Bedroom Detached Duplex With Basement,1100000000.0,6.0,6.0,6.0,By Coza Church Guzape,0,0,0,0,1,1,0,0,1,0,0,0,Duplex
Brand New 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,"Mobil Road, Ilaje Ajah",0,0,1,1,0,1,0,1,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Furnished 2 Bedroom Flat,8000000.0,,2.0,3.0,Off Ikate Lekki,0,0,1,0,0,0,1,1,0,0,1,0,Apartment
Shop,150000.0,,,,Abraham Asdesanya Road Ajah,0,0,0,0,0,1,0,0,0,0,0,0,Other
Luxury 4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Chevron Lekki,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
Sharp 2 Bedroom Flat,2000000.0,2.0,2.0,3.0,Addo Roundabout Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Unity Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Sharp Shared Apartment,1000000.0,,,,Westend Ikota Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Flat,25000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,1,0,0,1,0,Apartment
4 Bedroom Maisonette,50000000.0,,,,Old Ikoyi Ikoyi,1,1,0,1,0,0,0,1,0,0,0,0,Maisonette
3 Bedroom Massionate,45000000.0,3.0,3.0,4.0,Ikoyi,0,0,1,1,0,0,0,1,0,0,1,0,Other
Sharp Self Contained,2000000.0,,,,"Lekki Palm City, Ado Road Ajah",1,0,1,0,0,0,1,0,0,0,1,0,Other
Executive 3 Bedroom Duplex,6000000.0,3.0,3.0,4.0,Gra Ikota Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
Masters' Bedroom,2500000.0,,,,Bera Estate Chevron Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Other
Newly Renovated 4 Bedroom Detached Duplex With Bq,13000000.0,4.0,4.0,5.0,"Creek Haven Estate, Off Harris Drive Vgc Lekki",0,0,1,1,0,1,0,1,0,0,1,0,Duplex
Shared Apartment,2200000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Spacious Master Bedroom,2000000.0,,,,Royal View Estate Ikota Lekki,0,0,1,1,0,0,0,1,0,0,1,0,Other
4 Bedroom Semi Detached Duplex,8000000.0,4.0,4.0,5.0,"Lekki Peninsular Scheme 2 Gra, Off A/Adesanya Ajah",0,0,1,1,0,0,0,1,0,0,1,0,Duplex
Furnished 2 Bedroom Flat,8000000.0,,2.0,3.0,Off Ikate Lekki,0,0,1,0,0,0,1,1,0,0,1,0,Apartment
Massive 4 Bedroom Terraced Duplex With Bq,1500000000.0,4.0,4.0,5.0,Main Maitama,0,0,0,1,0,1,0,0,1,0,0,0,Duplex
Brand New 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,"Mobil Road, Ilaje Ajah",0,0,1,1,0,1,0,1,0,0,1,0,Apartment
Shop,150000.0,,,,Abraham Asdesanya Road Ajah,0,0,0,0,0,1,0,0,0,0,0,0,Other
Master Bedroom In A Shared Apartment,2500000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Sharp Shared Apartment,1000000.0,,,,Westend Ikota Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Flat,25000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,1,0,0,1,0,Apartment
Classic Shared Apartment,1000000.0,,,,Seaside Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Sharp 2b Flat,2500000.0,2.0,2.0,3.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Newly Built 4 Bedroom Duplex,10000000.0,4.0,4.0,5.0,"Royal Pine Estate, Gate 3 Orchid Lekki",0,0,1,0,0,1,0,1,0,0,1,0,Duplex
Newly Built Mini Flat,1600000.0,1.0,1.0,2.0,Seaside Estate Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Brand New 2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,First Unity Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
3 Bedroom Waterfront Duplex,40000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,0,0,1,0,1,1,0,0,0,0,Duplex
5 Bedroom Detached Duplex,5000000.0,5.0,5.0,6.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
2 Bedroom Duplex,3500000.0,2.0,2.0,3.0,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Duplex
Very Spacious Shared Apartments Upstairs,1100000.0,,,,"Unity Estate, Badore Ajah",0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Serviced 3 Bedroom Flat,6000000.0,3.0,3.0,4.0,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Van Daniel Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Duplex,3000000.0,2.0,2.0,3.0,Peaceville Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Duplex
Studio Apartment,850000.0,,,,Sunny Villa Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Clean 2 Bedroom Flat,7000000.0,2.0,2.0,3.0,Ilasan Lekki,1,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Flat,2200000.0,1.0,1.0,2.0,Oke Ira Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
"Prime Industrial Land Ijora Industrial Estate, Apapa",1500000000.0,,,,Ijora Apapa,0,0,0,0,0,0,0,0,0,0,0,0,Other
Mini Flat,1800000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Brand New Mini Flat,2000000.0,1.0,1.0,2.0,Golden Estste Ado Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
2 Bedroom Bungalow,12000000.0,2.0,2.0,3.0,Harrison Dickson Lekki Phase 1 Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Other
Shared Apartment,2000000.0,,,,Bera Estate Chevron Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Brand New Mini Flat,2200000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Sharp 4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,"Royal Gardens Estate, Off Lekki Epe Expressway Ajah",0,0,1,1,0,1,0,0,0,0,1,0,Duplex
3 Bedroom Flat,3000000.0,3.0,3.0,4.0,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Newly Built 4 Bedroom Detached Duplex,15000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,1,0,1,1,0,0,0,1,0,Duplex
2 Bedroom Flat,2000000.0,2.0,2.0,3.0,Peaceville Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Spacious Mini Flat,1500000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,800000.0,,,,Greenville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
1 Bedroom Flat,3000000.0,,1.0,1.0,Lekki Phase 1 Lekki,0,0,1,0,0,0,0,0,1,0,1,0,Apartment
Classic Shared Apartment,1000000.0,,,,Seaside Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Brand New 2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,First Unity Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
2 Bedroom Duplex,3500000.0,2.0,2.0,3.0,"Harmony Estate, Langbassa Ajah",0,0,1,0,0,0,0,1,0,0,1,0,Duplex
5 Bedroom Detached Duplex,5000000.0,5.0,5.0,6.0,Royal Palmwill Estate (Remlek) Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
Serviced 3 Bedroom Flat,6000000.0,3.0,3.0,4.0,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Very Spacious Shared Apartments Upstairs,1100000.0,,,,"Unity Estate, Badore Ajah",0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Master Bedroom In A Shared Apartment,2500000.0,,,,Van Daniel Orchid Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Duplex,3000000.0,2.0,2.0,3.0,Peaceville Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Duplex
Clean 2 Bedroom Flat,7000000.0,2.0,2.0,3.0,Ilasan Lekki,1,0,1,0,0,0,0,1,0,0,1,0,Apartment
Newly Built 4 Bedroom Fully Detached Duplex,93000000.0,4.0,4.0,5.0,Ajah Lekki,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
Studio Apartment,850000.0,,,,Sunny Villa Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Flat,2200000.0,1.0,1.0,2.0,Oke Ira Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Flat,1800000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Brand New Mini Flat,2000000.0,1.0,1.0,2.0,Golden Estste Ado Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Shared Apartment,2000000.0,,,,Bera Estate Chevron Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Bungalow,12000000.0,2.0,2.0,3.0,Harrison Dickson Lekki Phase 1 Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Other
Sharp 4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,"Royal Gardens Estate, Off Lekki Epe Expressway Ajah",0,0,1,1,0,1,0,0,0,0,1,0,Duplex
Brand New Mini Flat,2200000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Newly Built 4 Bedroom Detached Duplex,15000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,1,0,1,1,0,0,0,1,0,Duplex
2 Bedroom Flat,2000000.0,2.0,2.0,3.0,Peaceville Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
3 Bedroom Flat,3000000.0,3.0,3.0,4.0,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Fully Serviced 3 Bedroom Luxury Apartment,35000000.0,3.0,3.0,4.0,Old Ikoyi Ikoyi,1,1,1,1,1,0,0,1,0,0,0,0,Apartment
Newly Built 4 Bedroom Detached Duplex,15000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,1,0,1,1,0,0,0,1,0,Duplex
Brand New Mini Flat,2200000.0,1.0,1.0,2.0,Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Mini Flat,900000.0,1.0,1.0,1.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Shop,450000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
Clean 2 Bedroom Bungalow,2500000.0,2.0,2.0,3.0,Majek Sangotedo Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
